,H = 0.001,Time(H = 0.001),H(Exact)0.001,H = 0.01,Time(H = 0.01),H(Exact)0.01,H = 0.25,Time(H = 0.25),H(Exact)0.25,H = 0.5,Time(H = 0.5),H(Exact)0.5,H = 0.75,Time(H = 0.75),H(Exact)0.75,H = 1,Time(H = 1),H(Exact)0.75,,,2,4.5,5.5,5.01,,4.99,5.1
1319,2.996691571,13.2,3,,,,,,,,,,,,,,,,,,,,,,,,
1320,2.996757147,13.21,3,,,,,,,,,,,,,,,,,,,,,,,,
1321,2.996821424,13.22,3,,,,,,,,,,,,,,,,,,,,,,,,
1322,2.996884426,13.23,3,,,,,,,,,,,,,,,,,,,,,,,,
1323,2.99694618,13.24,3,,,,,,,,,,,,,,,,,,,,,,,,
1324,2.997006709,13.25,3,,,,,,,,,,,,,,,,,,,,,,,,
1325,2.997066039,13.26,3,,,,,,,,,,,,,,,,,,,,,,,,
1326,2.997124193,13.27,3,,,,,,,,,,,,,,,,,,,,,,,,
1327,2.997181194,13.28,3,,,,,,,,,,,,,,,,,,,,,,,,
1328,2.997237066,13.29,3,,,,,,,,,,,,,,,,,,,,,,,,
1329,2.99729183,13.3,3,,,,,,,,,,,,,,,,,,,,,,,,
1330,2.997345508,13.31,3,,,,,,,,,,,,,,,,,,,,,,,,
1331,2.997398123,13.32,3,,,,,,,,,,,,,,,,,,,,,,,,
1332,2.997449695,13.33,3,,,,,,,,,,,,,,,,,,,,,,,,
1333,2.997500244,13.34,3,,,,,,,,,,,,,,,,,,,,,,,,
1334,2.997549792,13.35,3,,,,,,,,,,,,,,,,,,,,,,,,
1335,2.997598357,13.36,3,,,,,,,,,,,,,,,,,,,,,,,,
1336,2.99764596,13.37,3,,,,,,,,,,,,,,,,,,,,,,,,
1337,2.997692619,13.38,3,,,,,,,,,,,,,,,,,,,,,,,,
1338,2.997738354,13.39,3,,,,,,,,,,,,,,,,,,,,,,,,
1339,2.997783182,13.4,3,,,,,,,,,,,,,,,,,,,,,,,,
1340,2.997827121,13.41,3,,,,,,,,,,,,,,,,,,,,,,,,
1341,2.99787019,13.42,3,,,,,,,,,,,,,,,,,,,,,,,,
1342,2.997912405,13.43,3,,,,,,,,,,,,,,,,,,,,,,,,
1343,2.997953783,13.44,3,,,,,,,,,,,,,,,,,,,,,,,,
1344,2.997994341,13.45,3,,,,,,,,,,,,,,,,,,,,,,,,
1345,2.998034095,13.46,3,,,,,,,,,,,,,,,,,,,,,,,,
1346,2.998073061,13.47,3,,,,,,,,,,,,,,,,,,,,,,,,
1347,2.998111255,13.48,3,,,,,,,,,,,,,,,,,,,,,,,,
1348,2.998148691,13.49,3,,,,,,,,,,,,,,,,,,,,,,,,
1349,2.998185386,13.5,3,,,,,,,,,,,,,,,,,,,,,,,,
1350,2.998221354,13.51,3,,,,,,,,,,,,,,,,,,,,,,,,
1351,2.998256608,13.52,3,,,,,,,,,,,,,,,,,,,,,,,,
1352,2.998291164,13.53,3,,,,,,,,,,,,,,,,,,,,,,,,
1353,2.998325034,13.54,3,,,,,,,,,,,,,,,,,,,,,,,,
1354,2.998358234,13.55,3,,,,,,,,,,,,,,,,,,,,,,,,
1355,2.998390775,13.56,3,,,,,,,,,,,,,,,,,,,,,,,,
1356,2.998422672,13.57,3,,,,,,,,,,,,,,,,,,,,,,,,
1357,2.998453936,13.58,3,,,,,,,,,,,,,,,,,,,,,,,,
1358,2.99848458,13.59,3,,,,,,,,,,,,,,,,,,,,,,,,
1359,2.998514617,13.6,3,,,,,,,,,,,,,,,,,,,,,,,,
1360,2.998544059,13.61,3,,,,,,,,,,,,,,,,,,,,,,,,
1361,2.998572917,13.62,3,,,,,,,,,,,,,,,,,,,,,,,,
1362,2.998601203,13.63,3,,,,,,,,,,,,,,,,,,,,,,,,
1363,2.998628929,13.64,3,,,,,,,,,,,,,,,,,,,,,,,,
1364,2.998656105,13.65,3,,,,,,,,,,,,,,,,,,,,,,,,
1365,2.998682742,13.66,3,,,,,,,,,,,,,,,,,,,,,,,,
1366,2.998708851,13.67,3,,,,,,,,,,,,,,,,,,,,,,,,
1367,2.998734443,13.68,3,,,,,,,,,,,,,,,,,,,,,,,,
1368,2.998759528,13.69,3,,,,,,,,,,,,,,,,,,,,,,,,
1369,2.998784115,13.7,3,,,,,,,,,,,,,,,,,,,,,,,,
1370,2.998808215,13.71,3,,,,,,,,,,,,,,,,,,,,,,,,
1371,2.998831837,13.72,3,,,,,,,,,,,,,,,,,,,,,,,,
1372,2.998854991,13.73,3,,,,,,,,,,,,,,,,,,,,,,,,
1373,2.998877687,13.74,3,,,,,,,,,,,,,,,,,,,,,,,,
1374,2.998899932,13.75,3,,,,,,,,,,,,,,,,,,,,,,,,
1375,2.998921736,13.76,3,,,,,,,,,,,,,,,,,,,,,,,,
1376,2.998943109,13.77,3,,,,,,,,,,,,,,,,,,,,,,,,
1377,2.998964057,13.78,3,,,,,,,,,,,,,,,,,,,,,,,,
1378,2.998984591,13.79,3,,,,,,,,,,,,,,,,,,,,,,,,
1379,2.999004717,13.8,3,,,,,,,,,,,,,,,,,,,,,,,,
1380,2.999024444,13.81,3,,,,,,,,,,,,,,,,,,,,,,,,
1381,2.999043781,13.82,3,,,,,,,,,,,,,,,,,,,,,,,,
1382,2.999062734,13.83,3,,,,,,,,,,,,,,,,,,,,,,,,
1383,2.999081312,13.84,3,,,,,,,,,,,,,,,,,,,,,,,,
1384,2.999099521,13.85,3,,,,,,,,,,,,,,,,,,,,,,,,
1385,2.999117369,13.86,3,,,,,,,,,,,,,,,,,,,,,,,,
1386,2.999134864,13.87,3,,,,,,,,,,,,,,,,,,,,,,,,
1387,2.999152012,13.88,3,,,,,,,,,,,,,,,,,,,,,,,,
1388,2.99916882,13.89,3,,,,,,,,,,,,,,,,,,,,,,,,
1389,2.999185294,13.9,3,,,,,,,,,,,,,,,,,,,,,,,,
1390,2.999201443,13.91,3,,,,,,,,,,,,,,,,,,,,,,,,
1391,2.999217271,13.92,3,,,,,,,,,,,,,,,,,,,,,,,,
1392,2.999232785,13.93,3,,,,,,,,,,,,,,,,,,,,,,,,
1393,2.999247992,13.94,3,,,,,,,,,,,,,,,,,,,,,,,,
1394,2.999262898,13.95,3,,,,,,,,,,,,,,,,,,,,,,,,
1395,2.999277508,13.96,3,,,,,,,,,,,,,,,,,,,,,,,,
1396,2.999291828,13.97,3,,,,,,,,,,,,,,,,,,,,,,,,
1397,2.999305865,13.98,3,,,,,,,,,,,,,,,,,,,,,,,,
1398,2.999319623,13.99,3,,,,,,,,,,,,,,,,,,,,,,,,
1399,2.999333109,14,3,,,,,,,,,,,,,,,,,,,,,,,,
1400,2.999346327,14.01,3,,,,,,,,,,,,,,,,,,,,,,,,
1401,2.999359284,14.02,3,,,,,,,,,,,,,,,,,,,,,,,,
1402,2.999371983,14.03,3,,,,,,,,,,,,,,,,,,,,,,,,
1403,2.999384431,14.04,3,,,,,,,,,,,,,,,,,,,,,,,,
1404,2.999396632,14.05,3,,,,,,,,,,,,,,,,,,,,,,,,
1405,2.999408592,14.06,3,,,,,,,,,,,,,,,,,,,,,,,,
1406,2.999420314,14.07,3,,,,,,,,,,,,,,,,,,,,,,,,
1407,2.999431804,14.08,3,,,,,,,,,,,,,,,,,,,,,,,,
1408,2.999443066,14.09,3,,,,,,,,,,,,,,,,,,,,,,,,
1409,2.999454105,14.1,3,,,,,,,,,,,,,,,,,,,,,,,,
1410,2.999464925,14.11,3,,,,,,,,,,,,,,,,,,,,,,,,
1411,2.999475531,14.12,3,,,,,,,,,,,,,,,,,,,,,,,,
1412,2.999485926,14.13,3,,,,,,,,,,,,,,,,,,,,,,,,
1413,2.999496116,14.14,3,,,,,,,,,,,,,,,,,,,,,,,,
1414,2.999506103,14.15,3,,,,,,,,,,,,,,,,,,,,,,,,
1415,2.999515893,14.16,3,,,,,,,,,,,,,,,,,,,,,,,,
1416,2.999525488,14.17,3,,,,,,,,,,,,,,,,,,,,,,,,
1417,2.999534894,14.18,3,,,,,,,,,,,,,,,,,,,,,,,,
1418,2.999544112,14.19,3,,,,,,,,,,,,,,,,,,,,,,,,
1419,2.999553149,14.2,3,,,,,,,,,,,,,,,,,,,,,,,,
1420,2.999562006,14.21,3,,,,,,,,,,,,,,,,,,,,,,,,
1421,2.999570687,14.22,3,,,,,,,,,,,,,,,,,,,,,,,,
1422,2.999579196,14.23,3,,,,,,,,,,,,,,,,,,,,,,,,
1423,2.999587537,14.24,3,,,,,,,,,,,,,,,,,,,,,,,,
1424,2.999595713,14.25,3,,,,,,,,,,,,,,,,,,,,,,,,
1425,2.999603726,14.26,3,,,,,,,,,,,,,,,,,,,,,,,,
1426,2.999611581,14.27,3,,,,,,,,,,,,,,,,,,,,,,,,
1427,2.999619279,14.28,3,,,,,,,,,,,,,,,,,,,,,,,,
1428,2.999626826,14.29,3,,,,,,,,,,,,,,,,,,,,,,,,
1429,2.999634222,14.3,3,,,,,,,,,,,,,,,,,,,,,,,,
1430,2.999641472,14.31,3,,,,,,,,,,,,,,,,,,,,,,,,
1431,2.999648579,14.32,3,,,,,,,,,,,,,,,,,,,,,,,,
1432,2.999655544,14.33,3,,,,,,,,,,,,,,,,,,,,,,,,
1433,2.999662372,14.34,3,,,,,,,,,,,,,,,,,,,,,,,,
1434,2.999669064,14.35,3,,,,,,,,,,,,,,,,,,,,,,,,
1435,2.999675623,14.36,3,,,,,,,,,,,,,,,,,,,,,,,,
1436,2.999682053,14.37,3,,,,,,,,,,,,,,,,,,,,,,,,
1437,2.999688355,14.38,3,,,,,,,,,,,,,,,,,,,,,,,,
1438,2.999694532,14.39,3,,,,,,,,,,,,,,,,,,,,,,,,
1439,2.999700586,14.4,3,,,,,,,,,,,,,,,,,,,,,,,,
1440,2.999706521,14.41,3,,,,,,,,,,,,,,,,,,,,,,,,
1441,2.999712338,14.42,3,,,,,,,,,,,,,,,,,,,,,,,,
1442,2.99971804,14.43,3,,,,,,,,,,,,,,,,,,,,,,,,
1443,2.999723629,14.44,3,,,,,,,,,,,,,,,,,,,,,,,,
1444,2.999729107,14.45,3,,,,,,,,,,,,,,,,,,,,,,,,
1445,2.999734476,14.46,3,,,,,,,,,,,,,,,,,,,,,,,,
1446,2.999739739,14.47,3,,,,,,,,,,,,,,,,,,,,,,,,
1447,2.999744898,14.48,3,,,,,,,,,,,,,,,,,,,,,,,,
1448,2.999749954,14.49,3,,,,,,,,,,,,,,,,,,,,,,,,
1449,2.99975491,14.5,3,,,,,,,,,,,,,,,,,,,,,,,,
1450,2.999759768,14.51,3,,,,,,,,,,,,,,,,,,,,,,,,
1451,2.99976453,14.52,3,,,,,,,,,,,,,,,,,,,,,,,,
1452,2.999769197,14.53,3,,,,,,,,,,,,,,,,,,,,,,,,
1453,2.999773772,14.54,3,,,,,,,,,,,,,,,,,,,,,,,,
1454,2.999778256,14.55,3,,,,,,,,,,,,,,,,,,,,,,,,
1455,2.999782651,14.56,3,,,,,,,,,,,,,,,,,,,,,,,,
1456,2.999786959,14.57,3,,,,,,,,,,,,,,,,,,,,,,,,
1457,2.999791182,14.58,3,,,,,,,,,,,,,,,,,,,,,,,,
1458,2.999795321,14.59,3,,,,,,,,,,,,,,,,,,,,,,,,
1459,2.999799378,14.6,3,,,,,,,,,,,,,,,,,,,,,,,,
1460,2.999803354,14.61,3,,,,,,,,,,,,,,,,,,,,,,,,
1461,2.999807252,14.62,3,,,,,,,,,,,,,,,,,,,,,,,,
1462,2.999811072,14.63,3,,,,,,,,,,,,,,,,,,,,,,,,
1463,2.999814817,14.64,3,,,,,,,,,,,,,,,,,,,,,,,,
1464,2.999818487,14.65,3,,,,,,,,,,,,,,,,,,,,,,,,
1465,2.999822085,14.66,3,,,,,,,,,,,,,,,,,,,,,,,,
1466,2.999825612,14.67,3,,,,,,,,,,,,,,,,,,,,,,,,
1467,2.999829068,14.68,3,,,,,,,,,,,,,,,,,,,,,,,,
1468,2.999832456,14.69,3,,,,,,,,,,,,,,,,,,,,,,,,
1469,2.999835777,14.7,3,,,,,,,,,,,,,,,,,,,,,,,,
1470,2.999839032,14.71,3,,,,,,,,,,,,,,,,,,,,,,,,
1471,2.999842223,14.72,3,,,,,,,,,,,,,,,,,,,,,,,,
1472,2.99984535,14.73,3,,,,,,,,,,,,,,,,,,,,,,,,
1473,2.999848415,14.74,3,,,,,,,,,,,,,,,,,,,,,,,,
1474,2.99985142,14.75,3,,,,,,,,,,,,,,,,,,,,,,,,
1475,2.999854365,14.76,3,,,,,,,,,,,,,,,,,,,,,,,,
1476,2.999857251,14.77,3,,,,,,,,,,,,,,,,,,,,,,,,
1477,2.999860081,14.78,3,,,,,,,,,,,,,,,,,,,,,,,,
1478,2.999862854,14.79,3,,,,,,,,,,,,,,,,,,,,,,,,
1479,2.999865573,14.8,3,,,,,,,,,,,,,,,,,,,,,,,,
1480,2.999868237,14.81,3,,,,,,,,,,,,,,,,,,,,,,,,
1481,2.999870849,14.82,3,,,,,,,,,,,,,,,,,,,,,,,,
1482,2.999873409,14.83,3,,,,,,,,,,,,,,,,,,,,,,,,
1483,2.999875918,14.84,3,,,,,,,,,,,,,,,,,,,,,,,,
1484,2.999878377,14.85,3,,,,,,,,,,,,,,,,,,,,,,,,
1485,2.999880788,14.86,3,,,,,,,,,,,,,,,,,,,,,,,,
1486,2.999883151,14.87,3,,,,,,,,,,,,,,,,,,,,,,,,
1487,2.999885467,14.88,3,,,,,,,,,,,,,,,,,,,,,,,,
1488,2.999887737,14.89,3,,,,,,,,,,,,,,,,,,,,,,,,
1489,2.999889962,14.9,3,,,,,,,,,,,,,,,,,,,,,,,,
1490,2.999892143,14.91,3,,,,,,,,,,,,,,,,,,,,,,,,
1491,2.999894281,14.92,3,,,,,,,,,,,,,,,,,,,,,,,,
1492,2.999896376,14.93,3,,,,,,,,,,,,,,,,,,,,,,,,
1493,2.99989843,14.94,3,,,,,,,,,,,,,,,,,,,,,,,,
1494,2.999900444,14.95,3,,,,,,,,,,,,,,,,,,,,,,,,
1495,2.999902417,14.96,3,,,,,,,,,,,,,,,,,,,,,,,,
1496,2.999904351,14.97,3,,,,,,,,,,,,,,,,,,,,,,,,
1497,2.999906247,14.98,3,,,,,,,,,,,,,,,,,,,,,,,,
1498,2.999908105,14.99,3,,,,,,,,,,,,,,,,,,,,,,,,
1499,2.999909927,15,3,,,,,,,,,,,,,,,,,,,,,,,,
